0	chr21	9720033	9720145	Gm12878Zzz3	564	.	22.62902	8.56873	7.56424	32
0	chr21	9720059	9720250	Gm12878Cjun	666	.	5.93051	11.56488	10.48433	159
0	chr21	9720199	9720201	Helas3Brf1	450	.	27.19459	5.82677	4.2949	0
0	chr21	9720664	9720748	Helas3Rpc155	445	.	12.23973	5.11814	4.15189	32
0	chr21	9720835	9721493	Helas3Bdp1	870	.	11.08418	18.302	16.28869	125
0	chr21	9721080	9721280	Helas3Nrf1Musigg	382	.	4.61959	3.8061	2.35195	161
0	chr21	9721084	9721115	Gm12878Cjun	512	.	5.50132	6.89083	6.0661	6
0	chr21	9721095	9721502	Helas3Rpc155	706	.	7.63125	12.92053	11.62551	362
0	chr21	9721166	9721485	Helas3Tfiiic	573	.	6.07675	9.34251	7.82085	188
0	chr21	9721217	9721494	Helas3Brf2	522	.	5.50425	8.19551	6.3511	124
0	chr21	9721221	9721491	K562Nelfe	424	.	5.06933	5.33499	3.55163	80
0	chr21	9721227	9721662	Gm12878Zzz3	899	.	17.18129	18.59537	17.12204	118
0	chr21	9721292	9721845	Helas3Brf1	760	.	8.63646	15.28705	13.1615	153
0	chr21	9721306	9721400	Gm12878CfosV3	405	.	4.3867	4.25095	3.00966	30
0	chr21	9721327	9721927	Gm12878Cjun	800	.	3.82361	15.52273	14.29285	157
0	chr21	9721577	9721759	K562Nfe2	0	.	3.82121	-1	2.48077	-1
0	chr21	9721594	9721925	K562Atf3	376	.	2.81833	3.63826	2.18492	177
0	chr21	9721732	9721927	K562Stat1Ifng30	382	.	3.51901	3.4688	2.35736	18
0	chr21	9721744	9721756	K562Max	0	.	2.8878	-1	1.14428	-1
0	chr21	9721884	9721939	Helas3Tfiiic	420	.	7.22023	4.52668	3.4312	36
0	chr21	9721918	9721923	Helas3Rpc155	413	.	10.3567	4.10645	3.24148	0
0	chr21	9721972	9722336	Gm12878Zzz3	789	.	14.66695	15.30901	13.97633	176
0	chr21	9722119	9722327	Helas3Brf1	599	.	18.12973	10.4571	8.56693	30
0	chr21	9722135	9722329	Helas3Rpc155	560	.	13.18125	8.59344	7.44322	175
0	chr21	9722431	9722471	Helas3Brf2	426	.	10.67053	5.11814	3.60408	14
0	chr21	9722461	9722487	Gm12878Cmyc	458	.	5.89768	5.61318	4.53588	14
0	chr21	9722864	9723318	Helas3Rpc155	808	.	10.89471	15.89879	14.52368	127
0	chr21	9722870	9723317	Helas3Tfiiic	908	.	11.54443	19.35147	17.38127	290
0	chr21	9722915	9724914	Gm12878Zzz3	1000	.	12.90521	103.4153	100.87132	1169
0	chr21	9722944	9724865	Helas3Bdp1	1000	.	13.44097	76.34689	74.03511	1394
0	chr21	9722951	9723291	Helas3Brf1	707	.	12.18754	13.70473	11.65241	183
0	chr21	9722960	9723226	Gm12878Cmyc	458	.	2.44332	5.6154	4.53634	162
0	chr21	9722983	9723173	K562Rad21	415	.	3.79599	3.66669	3.29232	145
0	chr21	9722998	9723580	Gm12878Cjun	968	.	4.19037	20.49073	19.11223	166
0	chr21	9723041	9723099	Hepg2Srebp1a	0	.	2.6405	-1	1.42628	-1
0	chr21	9723082	9723098	K562Nfe2	0	.	2.41339	-1	1.14428	-1
0	chr21	9723092	9723203	Helas3Largefragment	0	.	3.63993	-1	1.50737	-1
0	chr21	9723130	9723151	Helas3Brf2	380	.	5.39389	3.34092	2.3077	0
0	chr21	9723133	9723161	Gm12878MaxV3	374	.	2.75808	2.73781	2.13004	12
0	chr21	9723524	9723642	K562Rad21	390	.	4.48402	2.90414	2.58413	33
0	chr21	9723529	9724923	Helas3Tfiiic	1000	.	10.20126	56.75307	54.13864	561
0	chr21	9723617	9724866	Helas3Rpc155	1000	.	10.55285	51.6432	49.8413	864
0	chr21	9723740	9724495	Gm12878Max	0	.	1.72567	-1	2.54311	-1
0	chr21	9723768	9724857	Gm12878MaxV3	460	.	1.61109	5.68419	4.57608	544
0	chr21	9723788	9724956	Helas3Brf1	1000	.	15.25825	58.71294	55.55041	302
0	chr21	9723791	9724909	Gm12878Cjun	1000	.	3.02528	39.75395	37.94291	529
0	chr21	9723802	9724862	Gm12878Cmyc	432	.	1.43013	4.76057	3.79488	528
0	chr21	9723823	9724804	K562Atf3	430	.	2.2693	5.38545	3.72935	135
0	chr21	9723837	9724868	Helas3Brf2	1000	.	8.44833	37.429	34.62714	344
0	chr21	9723907	9724770	Gm12878JundV2	527	.	3.30106	7.69765	6.49253	583
0	chr21	9723908	9724770	Gm12878Jund	0	.	3.30106	-1	6.49253	-1
0	chr21	9723911	9724870	Gm12878Yy1	624	.	3.67582	11.11063	9.27386	861
0	chr21	9723913	9724774	Gm12878CfosV3	562	.	2.3137	9.00228	7.51293	191
0	chr21	9723914	9724819	Helas3Nrf1Musigg	546	.	2.978	9.0612	7.05321	415
0	chr21	9723925	9724522	Helas3E2f1	501	.	2.53091	6.61344	5.75863	411
0	chr21	9723929	9724050	K562Znf263	0	.	0.94176	-1	0.18745	-1
0	chr21	9723932	9723942	K562Max	0	.	1.4439	-1	0.4791	-1
0	chr21	9723932	9724670	K562Nelfe	560	.	3.68527	9.57566	7.44533	384
0	chr21	9724024	9724657	K562Sirt6	387	.	2.33909	3.79997	2.50411	324
0	chr21	9724058	9724488	Gm12878CfosV2	374	.	2.22709	3.13487	2.12541	47
0	chr21	9724059	9724488	Gm12878Cfos	0	.	2.22709	-1	3.13487	-1
0	chr21	9724074	9724096	K562Cmyc	0	.	2.0073	-1	1.024	-1
0	chr21	9724132	9724735	K562Rad21	408	.	2.17025	3.45263	3.09224	512
0	chr21	9724160	9724770	K562Ifng6hCjun	371	.	1.89618	2.79741	2.03273	497
0	chr21	9724207	9724226	K562Max	0	.	7.21951	-1	2.18911	-1
0	chr21	9724293	9724342	Hek293Pol2	0	.	0.3935	-1	0.00041	-1
0	chr21	9724317	9724485	K562Cmyc	0	.	3.61314	-1	2.27482	-1
