chrBase	chr	base	strand	coverage	freqC	freqT
chr21.9437432	chr21	9437432	*	58	100	0
chr21.9437444	chr21	9437444	*	58	96.551724137931	3.44827586206897
chr21.9437458	chr21	9437458	*	58	94.8275862068966	5.17241379310345
chr21.9437461	chr21	9437461	*	58	100	0
chr21.9437464	chr21	9437464	*	58	96.551724137931	3.44827586206897
chr21.9437470	chr21	9437470	*	37	91.8918918918919	8.10810810810811
chr21.9437472	chr21	9437472	*	57	75.4385964912281	24.5614035087719
chr21.9437488	chr21	9437488	*	65	83.0769230769231	16.9230769230769
chr21.9437516	chr21	9437516	*	65	98.4615384615385	1.53846153846154
chr21.9437518	chr21	9437518	*	65	100	0
chr21.9437530	chr21	9437530	*	65	95.3846153846154	4.61538461538462
chr21.9437532	chr21	9437532	*	65	100	0
chr21.9437535	chr21	9437535	*	65	96.9230769230769	3.07692307692308
chr21.9437538	chr21	9437538	*	63	100	0
chr21.9438049	chr21	9438049	*	140	66.4285714285714	33.5714285714286
chr21.9438055	chr21	9438055	*	140	0	100
chr21.9438065	chr21	9438065	*	140	82.8571428571429	17.1428571428571
chr21.9438071	chr21	9438071	*	140	80.7142857142857	19.2857142857143
chr21.9438073	chr21	9438073	*	140	83.5714285714286	16.4285714285714
chr21.9438090	chr21	9438090	*	140	94.2857142857143	5.71428571428571
chr21.9438093	chr21	9438093	*	140	30.7142857142857	69.2857142857143
chr21.9438095	chr21	9438095	*	140	100	0
chr21.9438339	chr21	9438339	*	62	100	0
chr21.9438353	chr21	9438353	*	63	92.0634920634921	7.93650793650794
chr21.9438359	chr21	9438359	*	63	79.3650793650794	20.6349206349206
chr21.9438362	chr21	9438362	*	63	95.2380952380952	4.76190476190476
chr21.9438365	chr21	9438365	*	63	96.8253968253968	3.17460317460317
chr21.9438367	chr21	9438367	*	63	92.0634920634921	7.93650793650794
chr21.9438378	chr21	9438378	*	63	100	0
chr21.9438381	chr21	9438381	*	63	71.4285714285714	28.5714285714286
chr21.9438384	chr21	9438384	*	63	100	0
chr21.9438390	chr21	9438390	*	63	100	0
chr21.9438974	chr21	9438974	*	41	90.2439024390244	9.75609756097561
chr21.9438990	chr21	9438990	*	41	43.9024390243902	56.0975609756098
chr21.9438993	chr21	9438993	*	41	82.9268292682927	17.0731707317073
chr21.9438996	chr21	9438996	*	41	41.4634146341463	58.5365853658537
chr21.9439011	chr21	9439011	*	41	78.0487804878049	21.9512195121951
chr21.9439017	chr21	9439017	*	41	100	0
chr21.9439019	chr21	9439019	*	41	100	0
chr21.9439022	chr21	9439022	*	40	72.5	27.5
chr21.9439220	chr21	9439220	*	189	86.2433862433862	13.7566137566138
chr21.9439238	chr21	9439238	*	189	74.0740740740741	25.9259259259259
chr21.9439247	chr21	9439247	*	189	59.2592592592593	40.7407407407407
chr21.9439293	chr21	9439293	*	138	73.1884057971015	26.8115942028986
chr21.9439318	chr21	9439318	*	138	38.4057971014493	61.5942028985507
chr21.9439337	chr21	9439337	*	138	37.6811594202899	62.3188405797101
chr21.9439340	chr21	9439340	*	138	42.7536231884058	57.2463768115942
chr21.9439348	chr21	9439348	*	60	51.6666666666667	48.3333333333333
chr21.9439362	chr21	9439362	*	59	10.1694915254237	89.8305084745763
chr21.9439385	chr21	9439385	*	60	40	60
chr21.9439388	chr21	9439388	*	59	22.0338983050847	77.9661016949153
chr21.9439393	chr21	9439393	*	60	46.6666666666667	53.3333333333333
chr21.9439395	chr21	9439395	*	60	48.3333333333333	51.6666666666667
chr21.9439570	chr21	9439570	*	0	0	0
chr21.9439591	chr21	9439591	*	0	0	0
chr21.9439599	chr21	9439599	*	167	0	100
chr21.9439635	chr21	9439635	*	377	4.50928381962865	95.4907161803714
chr21.9439716	chr21	9439716	*	340	26.1764705882353	73.8235294117647
chr21.9439724	chr21	9439724	*	340	42.9411764705882	57.0588235294118
chr21.9439740	chr21	9439740	*	340	22.9411764705882	77.0588235294118
chr21.9469080	chr21	9469080	*	0	0	0
chr21.9469121	chr21	9469121	*	0	0	0
chr21.9476854	chr21	9476854	*	70	14.2857142857143	85.7142857142857
chr21.9476862	chr21	9476862	*	70	12.8571428571429	87.1428571428571
chr21.9476866	chr21	9476866	*	70	15.7142857142857	84.2857142857143
chr21.9476886	chr21	9476886	*	140	2.85714285714286	97.1428571428571
chr21.9476918	chr21	9476918	*	69	0	100
chr21.9483454	chr21	9483454	*	46	45.6521739130435	54.3478260869565
chr21.9483486	chr21	9483486	*	46	97.8260869565217	2.17391304347826
chr21.9483488	chr21	9483488	*	46	93.4782608695652	6.52173913043478
chr21.9483491	chr21	9483491	*	46	91.304347826087	8.69565217391304
chr21.9483494	chr21	9483494	*	46	95.6521739130435	4.34782608695652
chr21.9483496	chr21	9483496	*	46	91.304347826087	8.69565217391304
chr21.9483512	chr21	9483512	*	0	0	0
chr21.9483515	chr21	9483515	*	0	0	0
chr21.9483518	chr21	9483518	*	0	0	0
chr21.9483521	chr21	9483521	*	0	0	0
chr21.9483523	chr21	9483523	*	0	0	0
chr21.9483535	chr21	9483535	*	0	0	0
chr21.9483573	chr21	9483573	*	73	91.7808219178082	8.21917808219178
chr21.9483576	chr21	9483576	*	73	95.8904109589041	4.10958904109589
chr21.9483579	chr21	9483579	*	73	95.8904109589041	4.10958904109589
chr21.9483581	chr21	9483581	*	73	95.8904109589041	4.10958904109589
chr21.9483599	chr21	9483599	*	73	93.1506849315068	6.84931506849315
chr21.9483602	chr21	9483602	*	73	91.7808219178082	8.21917808219178
chr21.9483621	chr21	9483621	*	100	53	47
chr21.9483637	chr21	9483637	*	27	0	100
chr21.9483640	chr21	9483640	*	27	92.5925925925926	7.40740740740741
chr21.9483643	chr21	9483643	*	27	81.4814814814815	18.5185185185185
chr21.9483660	chr21	9483660	*	27	77.7777777777778	22.2222222222222
chr21.9483663	chr21	9483663	*	27	100	0
chr21.9483666	chr21	9483666	*	27	96.2962962962963	3.7037037037037
chr21.9483668	chr21	9483668	*	27	100	0
chr21.9483728	chr21	9483728	*	11	100	0
chr21.9483731	chr21	9483731	*	12	100	0
chr21.9483733	chr21	9483733	*	12	66.6666666666667	33.3333333333333
chr21.9483751	chr21	9483751	*	12	100	0
chr21.9483754	chr21	9483754	*	12	100	0
chr21.9483756	chr21	9483756	*	12	100	0
chr21.9483768	chr21	9483768	*	12	100	0
chr21.9483773	chr21	9483773	*	11	90.9090909090909	9.09090909090909
chr21.9540128	chr21	9540128	*	208	0.961538461538462	99.0384615384615
chr21.9540174	chr21	9540174	*	283	6.00706713780919	93.9929328621908
chr21.9540219	chr21	9540219	*	76	0	100
chr21.9540282	chr21	9540282	*	45	0	100
chr21.9540320	chr21	9540320	*	39	10.2564102564103	89.7435897435898
chr21.9540324	chr21	9540324	*	94	24.468085106383	75.531914893617
chr21.9540330	chr21	9540330	*	94	3.19148936170213	96.8085106382979
chr21.9540372	chr21	9540372	*	55	3.63636363636364	96.3636363636364
chr21.9540739	chr21	9540739	*	12	58.3333333333333	41.6666666666667
chr21.9540742	chr21	9540742	*	12	41.6666666666667	58.3333333333333
chr21.9540763	chr21	9540763	*	12	41.6666666666667	58.3333333333333
chr21.9540771	chr21	9540771	*	12	0	100
chr21.9541149	chr21	9541149	*	34	2.94117647058824	97.0588235294118
chr21.9541171	chr21	9541171	*	54	1.85185185185185	98.1481481481482
chr21.9541212	chr21	9541212	*	20	30	70
chr21.9545015	chr21	9545015	*	339	0.884955752212389	99.1150442477876
chr21.9574704	chr21	9574704	*	62	0	100
chr21.9574716	chr21	9574716	*	63	0	100
chr21.9593701	chr21	9593701	*	49	0	100
chr21.9593781	chr21	9593781	*	143	0	100
chr21.9647763	chr21	9647763	*	96	96.875	3.125
chr21.9647766	chr21	9647766	*	97	18.5567010309278	81.4432989690722
chr21.9647779	chr21	9647779	*	99	71.7171717171717	28.2828282828283
chr21.9647787	chr21	9647787	*	99	65.6565656565657	34.3434343434343
chr21.9647867	chr21	9647867	*	493	56.7951318458418	43.2048681541582
chr21.9647873	chr21	9647873	*	493	29.0060851926978	70.9939148073022
chr21.9647876	chr21	9647876	*	493	38.1338742393509	61.8661257606491
chr21.9647880	chr21	9647880	*	493	32.8600405679513	67.1399594320487
chr21.9647890	chr21	9647890	*	156	28.2051282051282	71.7948717948718
chr21.9647903	chr21	9647903	*	166	22.8915662650602	77.1084337349398
chr21.9647924	chr21	9647924	*	21	0	100
chr21.9647941	chr21	9647941	*	284	1.40845070422535	98.5915492957747
chr21.9647974	chr21	9647974	*	0	0	0
chr21.9647997	chr21	9647997	*	234	3.84615384615385	96.1538461538462
chr21.9648024	chr21	9648024	*	231	3.46320346320346	96.5367965367965
chr21.9650410	chr21	9650410	*	0	0	0
chr21.9652867	chr21	9652867	*	65	3.07692307692308	96.9230769230769
chr21.9652926	chr21	9652926	*	423	0.472813238770686	99.5271867612293
chr21.9652937	chr21	9652937	*	431	0.232018561484919	99.7679814385151
chr21.9652972	chr21	9652972	*	431	0	100
chr21.9653101	chr21	9653101	*	139	16.5467625899281	83.4532374100719
chr21.9662046	chr21	9662046	*	48	2.08333333333333	97.9166666666667
chr21.9662054	chr21	9662054	*	48	2.08333333333333	97.9166666666667
chr21.9662060	chr21	9662060	*	48	0	100
chr21.9662072	chr21	9662072	*	48	0	100
chr21.9662084	chr21	9662084	*	48	0	100
chr21.9664821	chr21	9664821	*	195	1.53846153846154	98.4615384615385
chr21.9664867	chr21	9664867	*	72	0	100
chr21.9676591	chr21	9676591	*	18	0	100
chr21.9676609	chr21	9676609	*	18	0	100
chr21.9678294	chr21	9678294	*	0	0	0
chr21.9695485	chr21	9695485	*	156	0	100
chr21.9696110	chr21	9696110	*	26	15.3846153846154	84.6153846153846
chr21.9699571	chr21	9699571	*	10	0	100
chr21.9699585	chr21	9699585	*	10	0	100
chr21.9699607	chr21	9699607	*	10	10	90
chr21.9700244	chr21	9700244	*	29	0	100
chr21.9700274	chr21	9700274	*	44	31.8181818181818	68.1818181818182
chr21.9700296	chr21	9700296	*	15	46.6666666666667	53.3333333333333
chr21.9700320	chr21	9700320	*	15	46.6666666666667	53.3333333333333
chr21.9700395	chr21	9700395	*	12	0	100
chr21.9701263	chr21	9701263	*	129	0	100
chr21.9701281	chr21	9701281	*	129	0	100
chr21.9701496	chr21	9701496	*	127	0	100
chr21.9701527	chr21	9701527	*	128	1.5625	98.4375
chr21.9701531	chr21	9701531	*	128	1.5625	98.4375
chr21.9704093	chr21	9704093	*	13	7.69230769230769	92.3076923076923
chr21.9704111	chr21	9704111	*	13	7.69230769230769	92.3076923076923
chr21.9704137	chr21	9704137	*	13	15.3846153846154	84.6153846153846
chr21.9704143	chr21	9704143	*	13	100	0
chr21.9704243	chr21	9704243	*	23	30.4347826086957	69.5652173913043
chr21.9704246	chr21	9704246	*	24	25	75
chr21.9704263	chr21	9704263	*	24	58.3333333333333	41.6666666666667
chr21.9704269	chr21	9704269	*	24	20.8333333333333	79.1666666666667
chr21.9704272	chr21	9704272	*	24	79.1666666666667	20.8333333333333
chr21.9704275	chr21	9704275	*	24	45.8333333333333	54.1666666666667
chr21.9704292	chr21	9704292	*	24	62.5	37.5
chr21.9708838	chr21	9708838	*	135	0	100
chr21.9708881	chr21	9708881	*	135	1.48148148148148	98.5185185185185
chr21.9708883	chr21	9708883	*	135	1.48148148148148	98.5185185185185
chr21.9708895	chr21	9708895	*	140	0	100
chr21.9708936	chr21	9708936	*	140	5	95
chr21.9708939	chr21	9708939	*	138	34.0579710144928	65.9420289855072
chr21.9708982	chr21	9708982	*	42	23.8095238095238	76.1904761904762
chr21.9708995	chr21	9708995	*	42	40.4761904761905	59.5238095238095
chr21.9709006	chr21	9709006	*	42	57.1428571428571	42.8571428571429
chr21.9709019	chr21	9709019	*	42	73.8095238095238	26.1904761904762
chr21.9709141	chr21	9709141	*	100	3	97
chr21.9709149	chr21	9709149	*	101	15.8415841584158	84.1584158415842
chr21.9709161	chr21	9709161	*	99	35.3535353535354	64.6464646464647
chr21.9709173	chr21	9709173	*	101	98.019801980198	1.98019801980198
chr21.9709175	chr21	9709175	*	101	96.039603960396	3.96039603960396
chr21.9709187	chr21	9709187	*	101	99.009900990099	0.99009900990099
chr21.9825532	chr21	9825532	*	61	44.2622950819672	55.7377049180328
chr21.9825539	chr21	9825539	*	238	18.9075630252101	81.0924369747899
chr21.9825546	chr21	9825546	*	177	24.2937853107345	75.7062146892655
chr21.9825550	chr21	9825550	*	177	26.5536723163842	73.4463276836158
chr21.9825698	chr21	9825698	*	0	0	0
chr21.9825702	chr21	9825702	*	0	0	0
chr21.9825704	chr21	9825704	*	447	73.8255033557047	26.1744966442953
chr21.9825711	chr21	9825711	*	0	0	0
chr21.9825714	chr21	9825714	*	443	69.9774266365689	30.0225733634311
chr21.9825716	chr21	9825716	*	443	79.9097065462754	20.0902934537246
chr21.9825718	chr21	9825718	*	493	78.498985801217	21.501014198783
chr21.9825730	chr21	9825730	*	0	0	0
chr21.9825741	chr21	9825741	*	452	46.4601769911504	53.5398230088496
chr21.9825746	chr21	9825746	*	451	64.079822616408	35.920177383592
chr21.9825748	chr21	9825748	*	383	60.313315926893	39.686684073107
chr21.9825757	chr21	9825757	*	0	0	0
chr21.9825769	chr21	9825769	*	0	0	0
chr21.9825901	chr21	9825901	*	0	0	0
chr21.9825903	chr21	9825903	*	0	0	0
chr21.9825905	chr21	9825905	*	0	0	0
chr21.9825911	chr21	9825911	*	0	0	0
chr21.9825914	chr21	9825914	*	0	0	0
chr21.9825917	chr21	9825917	*	0	0	0
chr21.9825920	chr21	9825920	*	0	0	0
chr21.9825931	chr21	9825931	*	0	0	0
chr21.9825933	chr21	9825933	*	0	0	0
chr21.9825935	chr21	9825935	*	0	0	0
chr21.9826033	chr21	9826033	*	0	0	0
chr21.9826037	chr21	9826037	*	0	0	0
chr21.9826047	chr21	9826047	*	0	0	0
chr21.9826057	chr21	9826057	*	0	0	0
chr21.9826062	chr21	9826062	*	0	0	0
chr21.9826070	chr21	9826070	*	0	0	0
chr21.9826075	chr21	9826075	*	0	0	0
chr21.9826080	chr21	9826080	*	302	82.4503311258278	17.5496688741722
chr21.9826083	chr21	9826083	*	302	79.1390728476821	20.8609271523179
chr21.9826085	chr21	9826085	*	302	78.8079470198676	21.1920529801325
chr21.9826092	chr21	9826092	*	455	80.2197802197802	19.7802197802198
chr21.9826098	chr21	9826098	*	0	0	0
chr21.9826103	chr21	9826103	*	0	0	0
chr21.9826291	chr21	9826291	*	0	0	0
chr21.9826295	chr21	9826295	*	0	0	0
chr21.9826306	chr21	9826306	*	0	0	0
chr21.9826311	chr21	9826311	*	226	47.787610619469	52.212389380531
chr21.9826325	chr21	9826325	*	455	49.010989010989	50.989010989011
chr21.9826330	chr21	9826330	*	0	0	0
chr21.9826338	chr21	9826338	*	0	0	0
chr21.9826344	chr21	9826344	*	0	0	0
chr21.9826348	chr21	9826348	*	0	0	0
chr21.9826350	chr21	9826350	*	0	0	0
chr21.9826358	chr21	9826358	*	0	0	0
chr21.9826472	chr21	9826472	*	0	0	0
chr21.9826476	chr21	9826476	*	0	0	0
chr21.9826483	chr21	9826483	*	0	0	0
chr21.9826491	chr21	9826491	*	363	61.4325068870523	38.5674931129477
chr21.9826495	chr21	9826495	*	161	67.7018633540373	32.2981366459627
chr21.9826545	chr21	9826545	*	0	0	0
chr21.9826552	chr21	9826552	*	0	0	0
chr21.9826554	chr21	9826554	*	0	0	0
chr21.9826559	chr21	9826559	*	0	0	0
chr21.9826566	chr21	9826566	*	0	0	0
chr21.9826570	chr21	9826570	*	0	0	0
chr21.9826573	chr21	9826573	*	0	0	0
chr21.9826648	chr21	9826648	*	0	0	0
chr21.9826650	chr21	9826650	*	0	0	0
chr21.9826652	chr21	9826652	*	0	0	0
chr21.9826654	chr21	9826654	*	0	0	0
chr21.9826656	chr21	9826656	*	0	0	0
chr21.9826658	chr21	9826658	*	0	0	0
chr21.9826660	chr21	9826660	*	0	0	0
chr21.9826662	chr21	9826662	*	0	0	0
chr21.9826668	chr21	9826668	*	0	0	0
chr21.9826671	chr21	9826671	*	0	0	0
chr21.9826681	chr21	9826681	*	0	0	0
chr21.9826685	chr21	9826685	*	0	0	0
chr21.9826772	chr21	9826772	*	0	0	0
chr21.9826810	chr21	9826810	*	405	61.2345679012346	38.7654320987654
chr21.9826813	chr21	9826813	*	405	68.641975308642	31.358024691358
chr21.9826815	chr21	9826815	*	405	66.6666666666667	33.3333333333333
chr21.9826820	chr21	9826820	*	313	76.9968051118211	23.0031948881789
chr21.9826825	chr21	9826825	*	359	69.91643454039	30.08356545961
chr21.9826940	chr21	9826940	*	0	0	0
chr21.9826946	chr21	9826946	*	0	0	0
