chrBase	chr	base	strand	coverage	freqC	freqT
chr21.9437432	chr21	9437432	*	45	86.6666666666667	13.3333333333333
chr21.9437444	chr21	9437444	*	45	100	0
chr21.9437458	chr21	9437458	*	45	97.7777777777778	2.22222222222222
chr21.9437461	chr21	9437461	*	45	95.5555555555556	4.44444444444444
chr21.9437464	chr21	9437464	*	45	93.3333333333333	6.66666666666667
chr21.9437470	chr21	9437470	*	32	84.375	15.625
chr21.9437472	chr21	9437472	*	45	86.6666666666667	13.3333333333333
chr21.9437488	chr21	9437488	*	28	71.4285714285714	28.5714285714286
chr21.9437516	chr21	9437516	*	28	42.8571428571429	57.1428571428571
chr21.9437518	chr21	9437518	*	28	57.1428571428571	42.8571428571429
chr21.9437530	chr21	9437530	*	28	60.7142857142857	39.2857142857143
chr21.9437532	chr21	9437532	*	28	92.8571428571429	7.14285714285714
chr21.9437535	chr21	9437535	*	28	96.4285714285714	3.57142857142857
chr21.9437538	chr21	9437538	*	28	78.5714285714286	21.4285714285714
chr21.9438049	chr21	9438049	*	143	98.6013986013986	1.3986013986014
chr21.9438055	chr21	9438055	*	143	0	100
chr21.9438065	chr21	9438065	*	143	80.4195804195804	19.5804195804196
chr21.9438071	chr21	9438071	*	143	99.3006993006993	0.699300699300699
chr21.9438073	chr21	9438073	*	143	80.4195804195804	19.5804195804196
chr21.9438090	chr21	9438090	*	143	90.9090909090909	9.09090909090909
chr21.9438093	chr21	9438093	*	143	11.1888111888112	88.8111888111888
chr21.9438095	chr21	9438095	*	143	72.027972027972	27.972027972028
chr21.9438339	chr21	9438339	*	75	97.3333333333333	2.66666666666667
chr21.9438353	chr21	9438353	*	75	74.6666666666667	25.3333333333333
chr21.9438359	chr21	9438359	*	75	85.3333333333333	14.6666666666667
chr21.9438362	chr21	9438362	*	75	100	0
chr21.9438365	chr21	9438365	*	75	100	0
chr21.9438367	chr21	9438367	*	75	100	0
chr21.9438378	chr21	9438378	*	75	100	0
chr21.9438381	chr21	9438381	*	75	96	4
chr21.9438384	chr21	9438384	*	75	100	0
chr21.9438390	chr21	9438390	*	75	97.3333333333333	2.66666666666667
chr21.9438974	chr21	9438974	*	57	73.6842105263158	26.3157894736842
chr21.9438990	chr21	9438990	*	57	73.6842105263158	26.3157894736842
chr21.9438993	chr21	9438993	*	57	100	0
chr21.9438996	chr21	9438996	*	57	8.7719298245614	91.2280701754386
chr21.9439011	chr21	9439011	*	57	100	0
chr21.9439017	chr21	9439017	*	57	100	0
chr21.9439019	chr21	9439019	*	57	91.2280701754386	8.7719298245614
chr21.9439022	chr21	9439022	*	57	100	0
chr21.9439220	chr21	9439220	*	193	96.8911917098446	3.10880829015544
chr21.9439238	chr21	9439238	*	193	70.4663212435233	29.5336787564767
chr21.9439247	chr21	9439247	*	193	55.9585492227979	44.0414507772021
chr21.9439293	chr21	9439293	*	80	87.5	12.5
chr21.9439318	chr21	9439318	*	79	58.2278481012658	41.7721518987342
chr21.9439337	chr21	9439337	*	80	52.5	47.5
chr21.9439340	chr21	9439340	*	80	100	0
chr21.9439348	chr21	9439348	*	0	0	0
chr21.9439362	chr21	9439362	*	0	0	0
chr21.9439385	chr21	9439385	*	0	0	0
chr21.9439388	chr21	9439388	*	0	0	0
chr21.9439393	chr21	9439393	*	0	0	0
chr21.9439395	chr21	9439395	*	0	0	0
chr21.9439570	chr21	9439570	*	65	38.4615384615385	61.5384615384615
chr21.9439591	chr21	9439591	*	65	21.5384615384615	78.4615384615385
chr21.9439599	chr21	9439599	*	145	1.37931034482759	98.6206896551724
chr21.9439635	chr21	9439635	*	252	13.4920634920635	86.5079365079365
chr21.9439716	chr21	9439716	*	308	26.6233766233766	73.3766233766234
chr21.9439724	chr21	9439724	*	308	75.3246753246753	24.6753246753247
chr21.9439740	chr21	9439740	*	304	17.4342105263158	82.5657894736842
chr21.9469080	chr21	9469080	*	0	0	0
chr21.9469121	chr21	9469121	*	0	0	0
chr21.9476854	chr21	9476854	*	69	49.2753623188406	50.7246376811594
chr21.9476862	chr21	9476862	*	69	69.5652173913043	30.4347826086957
chr21.9476866	chr21	9476866	*	69	30.4347826086957	69.5652173913043
chr21.9476886	chr21	9476886	*	114	28.0701754385965	71.9298245614035
chr21.9476918	chr21	9476918	*	45	2.22222222222222	97.7777777777778
chr21.9483454	chr21	9483454	*	0	0	0
chr21.9483486	chr21	9483486	*	15	100	0
chr21.9483488	chr21	9483488	*	15	100	0
chr21.9483491	chr21	9483491	*	15	100	0
chr21.9483494	chr21	9483494	*	15	100	0
chr21.9483496	chr21	9483496	*	15	100	0
chr21.9483512	chr21	9483512	*	15	100	0
chr21.9483515	chr21	9483515	*	15	100	0
chr21.9483518	chr21	9483518	*	15	100	0
chr21.9483521	chr21	9483521	*	15	100	0
chr21.9483523	chr21	9483523	*	15	100	0
chr21.9483535	chr21	9483535	*	15	100	0
chr21.9483573	chr21	9483573	*	153	100	0
chr21.9483576	chr21	9483576	*	153	100	0
chr21.9483579	chr21	9483579	*	153	100	0
chr21.9483581	chr21	9483581	*	153	100	0
chr21.9483599	chr21	9483599	*	153	79.7385620915033	20.2614379084967
chr21.9483602	chr21	9483602	*	153	80.3921568627451	19.6078431372549
chr21.9483621	chr21	9483621	*	161	98.7577639751553	1.24223602484472
chr21.9483637	chr21	9483637	*	10	0	100
chr21.9483640	chr21	9483640	*	10	90	10
chr21.9483643	chr21	9483643	*	10	100	0
chr21.9483660	chr21	9483660	*	10	10	90
chr21.9483663	chr21	9483663	*	10	100	0
chr21.9483666	chr21	9483666	*	10	60	40
chr21.9483668	chr21	9483668	*	10	100	0
chr21.9483728	chr21	9483728	*	29	100	0
chr21.9483731	chr21	9483731	*	30	100	0
chr21.9483733	chr21	9483733	*	30	100	0
chr21.9483751	chr21	9483751	*	30	100	0
chr21.9483754	chr21	9483754	*	30	100	0
chr21.9483756	chr21	9483756	*	30	100	0
chr21.9483768	chr21	9483768	*	30	100	0
chr21.9483773	chr21	9483773	*	30	100	0
chr21.9540128	chr21	9540128	*	169	15.3846153846154	84.6153846153846
chr21.9540174	chr21	9540174	*	229	11.7903930131004	88.2096069868996
chr21.9540219	chr21	9540219	*	61	0	100
chr21.9540282	chr21	9540282	*	31	12.9032258064516	87.0967741935484
chr21.9540320	chr21	9540320	*	31	19.3548387096774	80.6451612903226
chr21.9540324	chr21	9540324	*	102	31.3725490196078	68.6274509803922
